date,agent_id,model,input_tokens,output_tokens,cost_usd,requests
2026-05-16,AGT-0028,claude-opus-4-7,2969,1598,0.1644,3
2026-05-17,AGT-0028,claude-opus-4-7,2508,1350,0.1389,2
2026-05-18,AGT-0028,claude-sonnet-4-6,11528,6207,0.1277,11
2026-05-19,AGT-0028,claude-sonnet-4-6,8250,4442,0.0914,8
2026-05-20,AGT-0028,claude-sonnet-4-6,5338,2874,0.0591,5
2026-05-21,AGT-0028,claude-opus-4-7,9654,5198,0.5347,9
2026-05-22,AGT-0028,claude-opus-4-7,7980,4296,0.4419,8
2026-05-23,AGT-0028,claude-opus-4-7,2895,1559,0.1603,2
2026-05-24,AGT-0028,claude-haiku-4-5,3993,2150,0.0118,4
2026-05-25,AGT-0028,claude-sonnet-4-6,8041,4329,0.0891,8
2026-05-26,AGT-0028,claude-sonnet-4-6,7207,3881,0.0798,7
2026-05-27,AGT-0028,claude-haiku-4-5,5861,3156,0.0173,6
2026-05-28,AGT-0028,claude-haiku-4-5,5063,2726,0.015,5
2026-05-29,AGT-0028,claude-opus-4-7,5119,2756,0.2835,5
2026-05-30,AGT-0028,claude-opus-4-7,2528,1361,0.14,2
2025-12-02,AGT-0029,llama-3.1-8b,75213,40499,0.0237,77
2025-12-03,AGT-0029,mistral-large,96198,51799,0.5032,98
2025-12-04,AGT-0029,mistral-large,96302,51855,0.5037,98
2025-12-05,AGT-0029,gemini-1.5-pro,74333,40025,0.6804,76
2025-12-06,AGT-0029,mistral-large,42694,22989,0.2233,43
2025-12-07,AGT-0029,mistral-large,30809,16589,0.1612,31
2025-12-08,AGT-0029,mistral-large,58728,31623,0.3072,60
2025-12-09,AGT-0029,gemini-1.5-pro,97784,52653,0.8951,100
2025-12-10,AGT-0029,mistral-large,62759,33793,0.3283,64
2025-12-11,AGT-0029,mistral-large,67669,36437,0.354,69
2025-12-12,AGT-0029,llama-3.1-8b,111073,59808,0.035,113
2025-12-13,AGT-0029,mistral-large,41412,22299,0.2166,42
2025-12-14,AGT-0029,llama-3.1-8b,42904,23102,0.0135,44
2025-12-15,AGT-0029,llama-3.1-8b,51451,27704,0.0162,52
2025-12-16,AGT-0029,llama-3.1-8b,103582,55775,0.0327,106
2025-12-17,AGT-0029,llama-3.1-8b,66091,35587,0.0208,67
2025-12-18,AGT-0029,llama-3.1-8b,74772,40262,0.0236,76
2025-12-19,AGT-0029,llama-3.1-8b,87986,47377,0.0277,90
2025-12-20,AGT-0029,llama-3.1-8b,40704,21917,0.0128,41
2025-12-21,AGT-0029,llama-3.1-8b,20224,10890,0.0064,20
2025-12-22,AGT-0029,mistral-large,98941,53276,0.5175,101
2025-12-23,AGT-0029,gemini-1.5-pro,107837,58066,0.9871,110
2025-12-24,AGT-0029,gemini-1.5-pro,54604,29402,0.4998,56
2025-12-25,AGT-0029,mistral-large,91594,49320,0.4791,93
2025-12-26,AGT-0029,mistral-large,91919,49495,0.4808,94
2025-12-27,AGT-0029,llama-3.1-8b,40897,22021,0.0129,41
2025-12-28,AGT-0029,llama-3.1-8b,36276,19533,0.0114,37
2025-12-29,AGT-0029,llama-3.1-8b,96788,52116,0.0305,99
2025-12-30,AGT-0029,llama-3.1-8b,111022,59781,0.035,113
2025-12-31,AGT-0029,gemini-1.5-pro,62271,33531,0.57,63
2026-01-01,AGT-0029,llama-3.1-8b,113244,60977,0.0357,116
2026-01-02,AGT-0029,gemini-1.5-pro,78738,42397,0.7208,80
2026-01-03,AGT-0029,llama-3.1-8b,26173,14093,0.0083,26
2026-01-04,AGT-0029,mistral-large,39056,21030,0.2043,40
2026-01-05,AGT-0029,gemini-1.5-pro,71246,38363,0.6522,73
2026-01-06,AGT-0029,llama-3.1-8b,62742,33784,0.0198,64
2026-01-07,AGT-0029,mistral-large,97060,52263,0.5077,99
2026-01-08,AGT-0029,llama-3.1-8b,90219,48579,0.0285,92
2026-01-09,AGT-0029,gemini-1.5-pro,81150,43696,0.7428,83
2026-01-10,AGT-0029,llama-3.1-8b,37970,20445,0.012,38
2026-01-11,AGT-0029,gemini-1.5-pro,31749,17095,0.2906,32
2026-01-12,AGT-0029,llama-3.1-8b,50340,27106,0.0159,51
2026-01-13,AGT-0029,mistral-large,114762,61794,0.6003,117
2026-01-14,AGT-0029,gemini-1.5-pro,59497,32037,0.5446,61
2026-01-15,AGT-0029,llama-3.1-8b,88220,47503,0.0278,90
2026-01-16,AGT-0029,gemini-1.5-pro,96509,51966,0.8834,98
2026-01-17,AGT-0029,llama-3.1-8b,40246,21671,0.0127,41
2026-01-18,AGT-0029,mistral-large,24947,13433,0.1305,25
2026-01-19,AGT-0029,llama-3.1-8b,100258,53985,0.0316,102
2026-01-20,AGT-0029,gemini-1.5-pro,60730,32701,0.5559,62
2026-01-21,AGT-0029,mistral-large,105566,56843,0.5522,108
2026-01-22,AGT-0029,gemini-1.5-pro,89959,48439,0.8235,92
2026-01-23,AGT-0029,llama-3.1-8b,92558,49838,0.0292,94
2026-01-24,AGT-0029,mistral-large,31323,16866,0.1638,32
2026-01-25,AGT-0029,gemini-1.5-pro,39548,21295,0.362,40
2026-01-26,AGT-0029,gemini-1.5-pro,50384,27130,0.4612,51
2026-01-27,AGT-0029,llama-3.1-8b,66671,35899,0.021,68
2026-01-28,AGT-0029,llama-3.1-8b,54223,29197,0.0171,55
2026-01-29,AGT-0029,gemini-1.5-pro,82795,44582,0.7579,84
2026-01-30,AGT-0029,mistral-large,53940,29044,0.2821,55
2026-01-31,AGT-0029,gemini-1.5-pro,22096,11898,0.2023,22
2026-02-01,AGT-0029,gemini-1.5-pro,31840,17144,0.2915,32
2026-02-02,AGT-0029,mistral-large,94814,51054,0.496,97
2026-02-03,AGT-0029,mistral-large,89066,47958,0.4659,91
2026-02-04,AGT-0029,gemini-1.5-pro,96383,51899,0.8823,98
2026-02-05,AGT-0029,llama-3.1-8b,95060,51186,0.03,97
2026-02-06,AGT-0029,gemini-1.5-pro,87806,47280,0.8038,90
2026-02-07,AGT-0029,mistral-large,42324,22790,0.2214,43
2026-02-08,AGT-0029,mistral-large,29502,15885,0.1543,30
2026-02-09,AGT-0029,mistral-large,74576,40156,0.3901,76
2026-02-10,AGT-0029,mistral-large,100732,54240,0.5269,103
2026-02-11,AGT-0029,gemini-1.5-pro,86256,46445,0.7896,88
2026-02-12,AGT-0029,gemini-1.5-pro,62585,33699,0.5729,64
2026-02-13,AGT-0029,gemini-1.5-pro,61272,32992,0.5609,62
2026-02-14,AGT-0029,mistral-large,29363,15811,0.1536,30
2026-02-15,AGT-0029,mistral-large,43396,23367,0.227,44
2026-02-16,AGT-0029,mistral-large,111384,59976,0.5826,114
2026-02-17,AGT-0029,mistral-large,80778,43496,0.4225,82
2026-02-18,AGT-0029,llama-3.1-8b,80016,43086,0.0252,82
2026-02-19,AGT-0029,mistral-large,99031,53324,0.518,101
2026-02-20,AGT-0029,llama-3.1-8b,77848,41918,0.0246,79
2026-02-21,AGT-0029,mistral-large,43220,23272,0.2261,44
2026-02-22,AGT-0029,gemini-1.5-pro,30123,16220,0.2757,30
2026-02-23,AGT-0029,mistral-large,59862,32233,0.3131,61
2026-02-24,AGT-0029,gemini-1.5-pro,50848,27379,0.4654,52
2026-02-25,AGT-0029,llama-3.1-8b,110180,59328,0.0347,113
2026-02-26,AGT-0029,llama-3.1-8b,89385,48130,0.0282,91
2026-02-27,AGT-0029,llama-3.1-8b,64363,34657,0.0203,66
2026-02-28,AGT-0029,llama-3.1-8b,30385,16361,0.0096,31
2026-03-01,AGT-0029,llama-3.1-8b,27180,14635,0.0086,27
2026-03-02,AGT-0029,mistral-large,51363,27657,0.2687,52
2026-03-03,AGT-0029,gemini-1.5-pro,60457,32554,0.5534,62
2026-03-04,AGT-0029,llama-3.1-8b,68401,36831,0.0216,70
2026-03-05,AGT-0029,gemini-1.5-pro,82303,44317,0.7534,84
2026-03-06,AGT-0029,mistral-large,83142,44769,0.4349,85
2026-03-07,AGT-0029,llama-3.1-8b,45189,24332,0.0143,46
2026-03-08,AGT-0029,gemini-1.5-pro,32942,17738,0.3015,33
2026-03-09,AGT-0029,llama-3.1-8b,53897,29021,0.017,55
2026-03-10,AGT-0029,mistral-large,54373,29277,0.2844,55
2026-03-11,AGT-0029,gemini-1.5-pro,96912,52183,0.8871,99
2026-03-12,AGT-0029,llama-3.1-8b,69177,37249,0.0218,70
2026-03-13,AGT-0029,mistral-large,84448,45472,0.4417,86
2026-03-14,AGT-0029,mistral-large,41363,22272,0.2164,42
2026-03-15,AGT-0029,mistral-large,33027,17783,0.1728,33
2026-03-16,AGT-0029,mistral-large,91953,49513,0.481,94
2026-03-17,AGT-0029,gemini-1.5-pro,91883,49475,0.8411,94
2026-03-18,AGT-0029,gemini-1.5-pro,91086,49046,0.8338,93
2026-03-19,AGT-0029,llama-3.1-8b,58030,31247,0.0183,59
2026-03-20,AGT-0029,mistral-large,85172,45862,0.4455,87
2026-03-21,AGT-0029,gemini-1.5-pro,39263,21142,0.3594,40
2026-03-22,AGT-0029,mistral-large,42973,23139,0.2248,44
2026-03-23,AGT-0029,mistral-large,87548,47141,0.4579,89
2026-03-24,AGT-0029,mistral-large,54121,29142,0.2831,55
2026-03-25,AGT-0029,llama-3.1-8b,74547,40141,0.0235,76
2026-03-26,AGT-0029,mistral-large,63861,34386,0.334,65
2026-03-27,AGT-0029,mistral-large,95732,51548,0.5008,98
2026-03-28,AGT-0029,mistral-large,36844,19839,0.1927,37
2026-03-29,AGT-0029,gemini-1.5-pro,40915,22031,0.3745,41
2026-03-30,AGT-0029,mistral-large,72600,39092,0.3798,74
2026-03-31,AGT-0029,llama-3.1-8b,96400,51908,0.0304,98
2026-04-01,AGT-0029,gemini-1.5-pro,114181,61482,1.0452,117
2026-04-02,AGT-0029,llama-3.1-8b,88010,47390,0.0278,90
2026-04-03,AGT-0029,gemini-1.5-pro,97051,52258,0.8884,99
2026-04-04,AGT-0029,llama-3.1-8b,26278,14149,0.0083,26
2026-04-05,AGT-0029,mistral-large,32976,17756,0.1725,33
2026-04-06,AGT-0029,mistral-large,109195,58797,0.5712,111
2026-04-07,AGT-0029,llama-3.1-8b,83929,45192,0.0265,86
2026-04-08,AGT-0029,llama-3.1-8b,75488,40647,0.0238,77
2026-04-09,AGT-0029,llama-3.1-8b,91427,49230,0.0288,93
2026-04-10,AGT-0029,mistral-large,85145,45847,0.4454,87
2026-04-11,AGT-0029,gemini-1.5-pro,36011,19390,0.3296,36
2026-04-12,AGT-0029,mistral-large,27050,14565,0.1415,27
2026-04-13,AGT-0029,llama-3.1-8b,75850,40842,0.0239,77
2026-04-14,AGT-0029,mistral-large,102587,55239,0.5366,105
2026-04-15,AGT-0029,mistral-large,97304,52394,0.509,99
2026-04-16,AGT-0029,llama-3.1-8b,106347,57264,0.0335,109
2026-04-17,AGT-0029,llama-3.1-8b,81452,43859,0.0257,83
2026-04-18,AGT-0029,mistral-large,36822,19827,0.1926,37
2026-04-19,AGT-0029,gemini-1.5-pro,29450,15858,0.2696,30
2026-04-20,AGT-0029,llama-3.1-8b,82038,44174,0.0259,84
2026-04-21,AGT-0029,mistral-large,102082,54967,0.534,104
2026-04-22,AGT-0029,mistral-large,82181,44251,0.4299,84
2026-04-23,AGT-0029,gemini-1.5-pro,90173,48554,0.8254,92
2026-04-24,AGT-0029,gemini-1.5-pro,63235,34050,0.5788,64
2026-04-25,AGT-0029,gemini-1.5-pro,24978,13449,0.2286,25
2026-04-26,AGT-0029,mistral-large,36077,19426,0.1887,37
2026-04-27,AGT-0029,gemini-1.5-pro,98736,53165,0.9038,101
2026-04-28,AGT-0029,gemini-1.5-pro,108810,58590,0.996,111
2026-04-29,AGT-0029,mistral-large,103091,55510,0.5392,105
2026-04-30,AGT-0029,mistral-large,66441,35776,0.3475,68
2026-05-01,AGT-0029,llama-3.1-8b,78074,42040,0.0246,80
2026-05-02,AGT-0029,llama-3.1-8b,27906,15026,0.0088,28
2026-05-03,AGT-0029,llama-3.1-8b,23803,12817,0.0075,24
2026-05-04,AGT-0029,gemini-1.5-pro,51838,27912,0.4745,53
2026-05-05,AGT-0029,llama-3.1-8b,100663,54203,0.0317,103
2026-05-06,AGT-0029,llama-3.1-8b,74456,40091,0.0235,76
2026-05-07,AGT-0029,mistral-large,79651,42889,0.4166,81
2026-05-08,AGT-0029,gemini-1.5-pro,86878,46780,0.7953,89
2026-05-09,AGT-0029,mistral-large,31792,17119,0.1663,32
2026-05-10,AGT-0029,mistral-large,22836,12296,0.1194,23
2026-05-11,AGT-0029,llama-3.1-8b,80267,43221,0.0253,82
2026-05-12,AGT-0029,mistral-large,96931,52193,0.507,99
2026-05-13,AGT-0029,gemini-1.5-pro,68873,37085,0.6304,70
2026-05-14,AGT-0029,llama-3.1-8b,58475,31486,0.0184,59
2026-05-15,AGT-0029,mistral-large,58167,31321,0.3043,59
2026-05-16,AGT-0029,mistral-large,34679,18673,0.1814,35
2026-05-17,AGT-0029,gemini-1.5-pro,23742,12784,0.2173,24
2026-05-18,AGT-0029,llama-3.1-8b,74881,40321,0.0236,76
2026-05-19,AGT-0029,gemini-1.5-pro,91778,49419,0.8401,94
2026-05-20,AGT-0029,llama-3.1-8b,71477,38488,0.0225,73
2026-05-21,AGT-0029,llama-3.1-8b,71659,38585,0.0226,73
2026-05-22,AGT-0029,mistral-large,92759,49947,0.4852,95
2026-05-23,AGT-0029,gemini-1.5-pro,35026,18860,0.3206,35
2026-05-24,AGT-0029,gemini-1.5-pro,21016,11316,0.1924,21
2026-05-25,AGT-0029,gemini-1.5-pro,53637,28881,0.491,55
2026-05-26,AGT-0029,mistral-large,97421,52457,0.5096,99
2026-05-27,AGT-0029,llama-3.1-8b,54171,29169,0.0171,55
2026-05-28,AGT-0029,llama-3.1-8b,59232,31894,0.0187,60
2026-05-29,AGT-0029,gemini-1.5-pro,84716,45616,0.7755,86
2026-05-30,AGT-0029,mistral-large,26225,14121,0.1372,26
2025-12-02,AGT-0030,claude-opus-4-7,42989,23147,2.3809,44
2025-12-03,AGT-0030,claude-opus-4-7,20745,11170,1.1489,21
2025-12-04,AGT-0030,claude-opus-4-7,37461,20171,2.0747,38
2025-12-05,AGT-0030,claude-sonnet-4-6,28717,15463,0.3181,29
2025-12-06,AGT-0030,claude-haiku-4-5,12726,6852,0.0376,13
2025-12-07,AGT-0030,claude-haiku-4-5,15372,8277,0.0454,15
2025-12-08,AGT-0030,claude-sonnet-4-6,22588,12162,0.2502,23
2025-12-09,AGT-0030,claude-opus-4-7,39046,21025,2.1626,40
2025-12-10,AGT-0030,claude-opus-4-7,22690,12217,1.2566,23
2025-12-11,AGT-0030,claude-sonnet-4-6,24395,13136,0.2702,25
2025-12-12,AGT-0030,claude-haiku-4-5,34813,18745,0.1028,35
2025-12-13,AGT-0030,claude-haiku-4-5,7729,4162,0.0228,7
2025-12-14,AGT-0030,claude-sonnet-4-6,15903,8563,0.1762,16
2025-12-15,AGT-0030,claude-sonnet-4-6,30668,16513,0.3397,31
2025-12-16,AGT-0030,claude-sonnet-4-6,24186,13023,0.2679,24
2025-12-17,AGT-0030,claude-sonnet-4-6,42431,22847,0.47,43
2025-12-18,AGT-0030,claude-opus-4-7,31214,16807,1.7287,32
2025-12-19,AGT-0030,claude-haiku-4-5,28392,15288,0.0839,29
2025-12-20,AGT-0030,claude-sonnet-4-6,14179,7635,0.1571,14
2025-12-21,AGT-0030,claude-opus-4-7,12582,6775,0.6969,12
2025-12-22,AGT-0030,claude-haiku-4-5,31005,16695,0.0916,31
2025-12-23,AGT-0030,claude-opus-4-7,36559,19686,2.0248,37
2025-12-24,AGT-0030,claude-sonnet-4-6,32448,17472,0.3594,33
2025-12-25,AGT-0030,claude-sonnet-4-6,23715,12769,0.2627,24
2025-12-26,AGT-0030,claude-haiku-4-5,23932,12886,0.0707,24
2025-12-27,AGT-0030,claude-opus-4-7,12394,6674,0.6865,12
2025-12-28,AGT-0030,claude-haiku-4-5,14495,7805,0.0428,14
2025-12-29,AGT-0030,claude-haiku-4-5,40725,21929,0.1203,41
2025-12-30,AGT-0030,claude-sonnet-4-6,41148,22156,0.4558,42
2025-12-31,AGT-0030,claude-sonnet-4-6,28633,15418,0.3172,29
2026-01-01,AGT-0030,claude-haiku-4-5,32104,17286,0.0948,32
2026-01-02,AGT-0030,claude-opus-4-7,37296,20082,2.0656,38
2026-01-03,AGT-0030,claude-opus-4-7,10140,5460,0.5616,10
2026-01-04,AGT-0030,claude-sonnet-4-6,12588,6778,0.1394,12
2026-01-05,AGT-0030,claude-haiku-4-5,39557,21300,0.1168,40
2026-01-06,AGT-0030,claude-sonnet-4-6,25116,13524,0.2782,25
2026-01-07,AGT-0030,claude-opus-4-7,26883,14475,1.4889,27
2026-01-08,AGT-0030,claude-haiku-4-5,28520,15356,0.0842,29
2026-01-09,AGT-0030,claude-sonnet-4-6,25843,13915,0.2863,26
2026-01-10,AGT-0030,claude-haiku-4-5,11936,6427,0.0353,12
2026-01-11,AGT-0030,claude-opus-4-7,14195,7643,0.7861,14
2026-01-12,AGT-0030,claude-sonnet-4-6,23826,12829,0.2639,24
2026-01-13,AGT-0030,claude-sonnet-4-6,19759,10639,0.2189,20
2026-01-14,AGT-0030,claude-sonnet-4-6,37260,20063,0.4127,38
2026-01-15,AGT-0030,claude-haiku-4-5,23715,12769,0.07,24
2026-01-16,AGT-0030,claude-opus-4-7,37083,19967,2.0538,38
2026-01-17,AGT-0030,claude-haiku-4-5,15803,8509,0.0467,16
2026-01-18,AGT-0030,claude-haiku-4-5,9627,5184,0.0284,9
2026-01-19,AGT-0030,claude-opus-4-7,39133,21072,2.1674,40
2026-01-20,AGT-0030,claude-haiku-4-5,30295,16313,0.0895,31
2026-01-21,AGT-0030,claude-haiku-4-5,34347,18495,0.1015,35
2026-01-22,AGT-0030,claude-opus-4-7,40939,22044,2.2674,41
2026-01-23,AGT-0030,claude-sonnet-4-6,24131,12993,0.2673,24
2026-01-24,AGT-0030,claude-sonnet-4-6,10582,5698,0.1172,10
2026-01-25,AGT-0030,claude-opus-4-7,15770,8491,0.8734,16
2026-01-26,AGT-0030,claude-haiku-4-5,23870,12853,0.0705,24
2026-01-27,AGT-0030,claude-opus-4-7,28418,15302,1.5739,29
2026-01-28,AGT-0030,claude-opus-4-7,30148,16233,1.6697,30
2026-01-29,AGT-0030,claude-sonnet-4-6,33741,18168,0.3737,34
2026-01-30,AGT-0030,claude-opus-4-7,41703,22455,2.3097,42
2026-01-31,AGT-0030,claude-opus-4-7,13087,7047,0.7248,13
2026-02-01,AGT-0030,claude-haiku-4-5,15425,8305,0.0456,15
2026-02-02,AGT-0030,claude-sonnet-4-6,40119,21602,0.4444,41
2026-02-03,AGT-0030,claude-sonnet-4-6,20658,11123,0.2288,21
2026-02-04,AGT-0030,claude-sonnet-4-6,40794,21966,0.4519,41
2026-02-05,AGT-0030,claude-sonnet-4-6,34177,18403,0.3786,35
2026-02-06,AGT-0030,claude-sonnet-4-6,42351,22804,0.4691,43
2026-02-07,AGT-0030,claude-opus-4-7,10517,5663,0.5825,10
2026-02-08,AGT-0030,claude-sonnet-4-6,14763,7949,0.1635,15
2026-02-09,AGT-0030,claude-opus-4-7,21146,11386,1.1711,21
2026-02-10,AGT-0030,claude-sonnet-4-6,24094,12973,0.2669,24
2026-02-11,AGT-0030,claude-haiku-4-5,42954,23129,0.1269,44
2026-02-12,AGT-0030,claude-sonnet-4-6,40596,21859,0.4497,41
2026-02-13,AGT-0030,claude-haiku-4-5,25708,13842,0.0759,26
2026-02-14,AGT-0030,claude-sonnet-4-6,7711,4152,0.0854,7
2026-02-15,AGT-0030,claude-opus-4-7,16458,8862,0.9115,16
2026-02-16,AGT-0030,claude-opus-4-7,22260,11986,1.2329,22
2026-02-17,AGT-0030,claude-sonnet-4-6,41935,22580,0.4645,43
2026-02-18,AGT-0030,claude-haiku-4-5,21723,11697,0.0642,22
2026-02-19,AGT-0030,claude-haiku-4-5,37296,20082,0.1102,38
2026-02-20,AGT-0030,claude-opus-4-7,38507,20734,2.1327,39
2026-02-21,AGT-0030,claude-sonnet-4-6,9231,4970,0.1022,9
2026-02-22,AGT-0030,claude-sonnet-4-6,8347,4494,0.0925,8
2026-02-23,AGT-0030,claude-haiku-4-5,30082,16198,0.0889,30
2026-02-24,AGT-0030,claude-opus-4-7,36065,19419,1.9974,36
2026-02-25,AGT-0030,claude-haiku-4-5,25460,13709,0.0752,26
2026-02-26,AGT-0030,claude-sonnet-4-6,32778,17649,0.3631,33
2026-02-27,AGT-0030,claude-sonnet-4-6,36976,19910,0.4096,37
2026-02-28,AGT-0030,claude-opus-4-7,9639,5190,0.5338,9
2026-03-01,AGT-0030,claude-sonnet-4-6,14257,7677,0.1579,14
2026-03-02,AGT-0030,claude-opus-4-7,19647,10579,1.0881,20
2026-03-03,AGT-0030,claude-opus-4-7,39448,21241,2.1848,40
2026-03-04,AGT-0030,claude-sonnet-4-6,23088,12432,0.2557,23
2026-03-05,AGT-0030,claude-sonnet-4-6,33115,17831,0.3668,33
2026-03-06,AGT-0030,claude-opus-4-7,35108,18904,1.9444,36
2026-03-07,AGT-0030,claude-haiku-4-5,14575,7848,0.0431,14
2026-03-08,AGT-0030,claude-opus-4-7,12272,6608,0.6797,12
2026-03-09,AGT-0030,claude-opus-4-7,19329,10408,1.0705,19
2026-03-10,AGT-0030,claude-sonnet-4-6,42761,23025,0.4737,43
2026-03-11,AGT-0030,claude-opus-4-7,24581,13235,1.3613,25
2026-03-12,AGT-0030,claude-haiku-4-5,38946,20971,0.115,39
2026-03-13,AGT-0030,claude-haiku-4-5,19821,10673,0.0585,20
2026-03-14,AGT-0030,claude-opus-4-7,15828,8523,0.8766,16
2026-03-15,AGT-0030,claude-haiku-4-5,13068,7036,0.0386,13
2026-03-16,AGT-0030,claude-sonnet-4-6,30913,16645,0.3424,31
2026-03-17,AGT-0030,claude-haiku-4-5,36580,19697,0.1081,37
2026-03-18,AGT-0030,claude-opus-4-7,19900,10715,1.1021,20
2026-03-19,AGT-0030,claude-opus-4-7,20926,11268,1.159,21
2026-03-20,AGT-0030,claude-opus-4-7,30108,16212,1.6675,30
2026-03-21,AGT-0030,claude-opus-4-7,12925,6959,0.7158,13
2026-03-22,AGT-0030,claude-opus-4-7,14063,7572,0.7788,14
2026-03-23,AGT-0030,claude-haiku-4-5,36845,19840,0.1088,37
2026-03-24,AGT-0030,claude-haiku-4-5,22356,12038,0.066,22
2026-03-25,AGT-0030,claude-opus-4-7,34677,18672,1.9206,35
2026-03-26,AGT-0030,claude-opus-4-7,23062,12418,1.2773,23
2026-03-27,AGT-0030,claude-opus-4-7,28007,15081,1.5512,28
2026-03-28,AGT-0030,claude-sonnet-4-6,15148,8157,0.1678,15
2026-03-29,AGT-0030,claude-opus-4-7,15617,8409,0.8649,16
2026-03-30,AGT-0030,claude-opus-4-7,35585,19161,1.9708,36
2026-03-31,AGT-0030,claude-opus-4-7,27713,14922,1.5348,28
2026-04-01,AGT-0030,claude-opus-4-7,20877,11241,1.1562,21
2026-04-02,AGT-0030,claude-opus-4-7,40803,21971,2.2599,41
2026-04-03,AGT-0030,claude-haiku-4-5,41800,22508,0.1235,42
2026-04-04,AGT-0030,claude-haiku-4-5,12146,6540,0.0359,12
2026-04-05,AGT-0030,claude-sonnet-4-6,16092,8665,0.1783,16
2026-04-06,AGT-0030,claude-opus-4-7,40927,22038,2.2668,41
2026-04-07,AGT-0030,claude-haiku-4-5,31358,16885,0.0926,32
2026-04-08,AGT-0030,claude-opus-4-7,22340,12029,1.2373,22
2026-04-09,AGT-0030,claude-haiku-4-5,32203,17340,0.0951,33
2026-04-10,AGT-0030,claude-haiku-4-5,22699,12222,0.067,23
2026-04-11,AGT-0030,claude-sonnet-4-6,8880,4782,0.0984,9
2026-04-12,AGT-0030,claude-opus-4-7,15721,8465,0.8707,16
2026-04-13,AGT-0030,claude-opus-4-7,20760,11178,1.1498,21
2026-04-14,AGT-0030,claude-haiku-4-5,40702,21916,0.1202,41
2026-04-15,AGT-0030,claude-haiku-4-5,32298,17391,0.0954,33
2026-04-16,AGT-0030,claude-sonnet-4-6,21311,11475,0.2361,21
2026-04-17,AGT-0030,claude-haiku-4-5,25077,13503,0.0741,25
2026-04-18,AGT-0030,claude-sonnet-4-6,14123,7605,0.1564,14
2026-04-19,AGT-0030,claude-haiku-4-5,14873,8008,0.0439,15
2026-04-20,AGT-0030,claude-opus-4-7,36435,19619,2.0179,37
2026-04-21,AGT-0030,claude-opus-4-7,30929,16654,1.713,31
2026-04-22,AGT-0030,claude-opus-4-7,36987,19916,2.0485,37
2026-04-23,AGT-0030,claude-opus-4-7,32409,17451,1.795,33
2026-04-24,AGT-0030,claude-opus-4-7,31777,17110,1.7599,32
2026-04-25,AGT-0030,claude-opus-4-7,9675,5209,0.5358,9
2026-04-26,AGT-0030,claude-haiku-4-5,14974,8063,0.0442,15
2026-04-27,AGT-0030,claude-sonnet-4-6,37479,20181,0.4152,38
2026-04-28,AGT-0030,claude-haiku-4-5,24356,13114,0.0719,24
2026-04-29,AGT-0030,claude-haiku-4-5,30043,16177,0.0887,30
2026-04-30,AGT-0030,claude-sonnet-4-6,41065,22111,0.4549,42
2026-05-01,AGT-0030,claude-haiku-4-5,36596,19705,0.1081,37
2026-05-02,AGT-0030,claude-opus-4-7,15474,8332,0.857,15
2026-05-03,AGT-0030,claude-sonnet-4-6,8929,4808,0.0989,9
2026-05-04,AGT-0030,claude-opus-4-7,36065,19419,1.9974,36
2026-05-05,AGT-0030,claude-opus-4-7,24756,13330,1.3711,25
2026-05-06,AGT-0030,claude-sonnet-4-6,26279,14150,0.2911,26
2026-05-07,AGT-0030,claude-sonnet-4-6,32247,17364,0.3572,33
2026-05-08,AGT-0030,claude-sonnet-4-6,42470,22868,0.4704,43
2026-05-09,AGT-0030,claude-sonnet-4-6,7722,4158,0.0855,7
2026-05-10,AGT-0030,claude-sonnet-4-6,10441,5622,0.1157,10
2026-05-11,AGT-0030,claude-haiku-4-5,23355,12575,0.069,23
2026-05-12,AGT-0030,claude-opus-4-7,20500,11038,1.1353,21
2026-05-13,AGT-0030,claude-sonnet-4-6,30016,16162,0.3325,30
2026-05-14,AGT-0030,claude-opus-4-7,29251,15750,1.62,30
2026-05-15,AGT-0030,claude-sonnet-4-6,35233,18971,0.3903,36
2026-05-16,AGT-0030,claude-opus-4-7,14455,7783,0.8006,14
2026-05-17,AGT-0030,claude-opus-4-7,10914,5876,0.6044,11
2026-05-18,AGT-0030,claude-opus-4-7,23922,12881,1.3249,24
2026-05-19,AGT-0030,claude-opus-4-7,34176,18402,1.8928,35
2026-05-20,AGT-0030,claude-haiku-4-5,34575,18617,0.1021,35
2026-05-21,AGT-0030,claude-opus-4-7,19765,10642,1.0946,20
2026-05-22,AGT-0030,claude-opus-4-7,43106,23211,2.3874,44
2026-05-23,AGT-0030,claude-sonnet-4-6,10679,5750,0.1183,10
2026-05-24,AGT-0030,claude-opus-4-7,10041,5407,0.5561,10
2026-05-25,AGT-0030,claude-opus-4-7,40214,21654,2.2273,41
2026-05-26,AGT-0030,claude-sonnet-4-6,37512,20199,0.4155,38
2026-05-27,AGT-0030,claude-haiku-4-5,29270,15761,0.0865,30
2026-05-28,AGT-0030,claude-opus-4-7,34200,18415,1.8941,35
2026-05-29,AGT-0030,claude-haiku-4-5,42410,22836,0.1253,43
2026-05-30,AGT-0030,claude-sonnet-4-6,12383,6667,0.1372,12
2025-12-02,AGT-0031,mistral-large,1410,759,0.0074,1
2025-12-03,AGT-0031,llama-3.1-8b,1883,1014,0.0006,1
2025-12-04,AGT-0031,gemini-1.5-pro,1528,823,0.014,1
2025-12-05,AGT-0031,llama-3.1-8b,1050,565,0.0003,1
